"user_genome","Product.Prediction","BiG.SCAPE.class"
"SRR5195145rbin.11","T1PKS","PKSI"
"S331bin.1","NRPS","NRPS"
"SRR7967864rbin.5","NRPS","NRPS"
"SRR5582390rbin.8","T2PKS","PKSother"
"S326bin.6","NRPS","NRPS"
"S379bin.4","NRPS","NRPS"
"SRR7100769rbin.27","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7094834rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR9009774bin.233","transAT-PKS-like.T3PKS","PKSother"
"SRR10360644bin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12170512bin.28","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"S264bin.67","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR9009774bin.349","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5855436rbin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10360636bin.9","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7882663rbin.2","NRPS.transAT-PKS","PKS-NRP_Hybrids"
"SRR11719873bin.19","NRPS.T1PKS.terpene","Others"
"SRR8558721rbin.5","NRPS","NRPS"
"SRR11615275bin.7","NRPS","NRPS"
"SRR10968246bin.60","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10998593bin.1","NRPS.NRPS-like","NRPS"
"SRR6266508rbin.43","NRPS.NRPS-like.PKS-like","PKS-NRP_Hybrids"
"SRR5882724rbin.21","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6476469rbin.1","NRPS.lanthipeptide-class-ii","Others"
"S75rbin.25","LAP.T2PKS","Others"
"SRR12659395bin.13","terpene.NAPAA","Others"
"SRR5582436rbin.37","hglE-KS.NRPS.T1PKS.transAT-PKS","PKS-NRP_Hybrids"
"SRR11833492bin.48","NRPS.NRPS-like","NRPS"
"S62rbin.21","T1PKS.lanthipeptide-class-iii","Others"
"SRR3402030rbin.3","NRPS","NRPS"
"SRR3402030rbin.3","NRPS","NRPS"
"SRR5582390rbin.32","NRPS.NRPS-like","NRPS"
"SRR11679235bin.13","NRPS.T1PKS","PKS-NRP_Hybrids"
"ERR4661003rbin.4","NRPS","NRPS"
"SRR6193119rbin.19","NRPS-like.arylpolyene","Others"
"SRR6478609rbin.14","NRPS.lanthipeptide-class-iii","Others"
"SRR12060217bin.7","NRPS","NRPS"
"SRR12349250bin.13","NRPS.T1PKS","PKS-NRP_Hybrids"
"S171bin.1","NRPS","NRPS"
"SRR1586317rbin.11","NRPS","NRPS"
"SRR8881011rbin.8","NRPS","NRPS"
"ERR4661003rbin.4","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12377071bin.12","NRPS-like.T1PKS.PKS-like","PKS-NRP_Hybrids"
"S400bin.14","NRPS.T1PKS","PKS-NRP_Hybrids"
"S326bin.10","NRPS","NRPS"
"SRR7975446rbin.7","T1PKS","PKSI"
"SRR12170513bin.18","NRPS","NRPS"
"SRR8500450rbin.3","NRPS-like.lanthipeptide-class-i","Others"
"SRR5855434rbin.11","NRPS","NRPS"
"SRR11836440bin.29","NRPS","NRPS"
"SRR6184671rbin.36","NRPS.NRPS-like","NRPS"
"SRR6195974rbin.55","NRPS-like.arylpolyene","Others"
"S62rbin.25","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10998592bin.27","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11719866bin.2","NRPS.NRPS-like","NRPS"
"ERR4661003rbin.4","NRPS","NRPS"
"S7rebin.4","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR11842680bin.71","T1PKS.terpene.hglE-KS","Others"
"SRR12418385bin.1","NRPS","NRPS"
"SRR12659395bin.13","ectoine.NRPS.lanthipeptide-class-ii","Others"
"S326bin.6","NRPS","NRPS"
"SRR12659394bin.22","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5918996rbin.15","betalactone","Others"
"S193bin.1","T3PKS.RRE-containing","Others"
"SRR7497550rbin.4","NRPS.NRPS-like","NRPS"
"SRR8439262rbin.44","NRPS","NRPS"
"S315bin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"S344bin.1","blactam","Others"
"SRR12659369bin.3","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7967864rbin.5","NRPS","NRPS"
"SRR6185512rbin.14","NRPS","NRPS"
"SRR12377071bin.12","NRPS","NRPS"
"S264bin.67","NRPS.NRPS-like","NRPS"
"Cjian1_bin.2","ranthipeptide","RiPPs"
"S406bin.38","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5439720bin.109","PKS-like.transAT-PKS-like","PKSother"
"S143bin.24","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5195141rbin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"S143bin.28","T1PKS","PKSI"
"SRR10376087bin.13","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6185369rbin.37","NRPS","NRPS"
"S313bin.2","NRPS","NRPS"
"SRR5823602rbin.7","T1PKS.PKS-like.T3PKS","PKSother"
"SRR12473539bin.2","NRPS.NRPS-like.oligosaccharide","Others"
"SRR3984962rbin.19","NRPS-like.NRPS.lassopeptide","Others"
"SRR3989344rbin.96","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR1157607rbin.3","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11836037bin.42","NRPS.betalactone","Others"
"SRR12350505bin.3","NRPS.hglE-KS","PKS-NRP_Hybrids"
"S118bin.27","NRPS.lanthipeptide-class-iv","Others"
"SRR5947209rbin.2","lanthipeptide-class-iii.PKS-like.transAT-PKS","Others"
"zpcx_11bin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11719862bin.11","hglE-KS","PKSother"
"SRR3402030rbin.3","NRPS","NRPS"
"SRR5582436rbin.54","T2PKS","PKSother"
"SRR6478609rbin.14","NRPS","NRPS"
"SRR6476469rbin.1","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR12659391bin.38","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12951525bin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11678609bin.21","T3PKS","PKSother"
"S191bin.15","NRPS.NRPS-like","NRPS"
"SRR6266850rbin.16","NRPS.PKS-like.transAT-PKS","PKS-NRP_Hybrids"
"S276bin.5","NRPS","NRPS"
"SRR3747750rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6474979rbin.1","arylpolyene.resorcinol","Others"
"SRR12170516bin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR9648393rbin.2","thioamide-NRP","NRPS"
"SRR6478735rbin.10","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"S25rbin.1","NRPS.PKS-like","PKS-NRP_Hybrids"
"S408bin.9","T3PKS.RRE-containing","Others"
"SRR12844109bin.2","hglE-KS","PKSother"
"SRR12349226bin.11","NRPS-like.lanthipeptide-class-iii","Others"
"SRR3982071rbin.1","NRPS","NRPS"
"D3rbin.3","NRPS","NRPS"
"SRR8879137rbin.30","T2PKS","PKSother"
"SRR7003810rbin.14","PKS-like.transAT-PKS","PKSother"
"S329bin.4","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"zpcx_16bin.2","NRPS","NRPS"
"S312bin.6","NRPS.NRPS-like","NRPS"
"SRR8543488rbin.9","NRPS","NRPS"
"SRR10954984bin.7","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11743025bin.26","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR1955040rbin.29","arylpolyene.resorcinol","Others"
"S225bin.4","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8536189rbin.7","NRPS","NRPS"
"SRR6185369rbin.37","T1PKS.lanthipeptide-class-ii.RRE-containing","Others"
"SRR8544467rbin.24","acyl_amino_acids","Others"
"SRR7975446rbin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"R105bin.14","T1PKS.terpene","Others"
"SRR7102016rbin.31","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11842680bin.53","NRPS","NRPS"
"SRR10948449bin.9","NRPS","NRPS"
"S264bin.67","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7093797bin.5","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR12659395bin.13","NRPS.PKS-like","PKS-NRP_Hybrids"
"SRR12349874bin.10","T1PKS.hglE-KS","PKSother"
"SRR7101595rbin.25","NRPS","NRPS"
"GM3bin.1","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR6958472rbin.11","NRPS.transAT-PKS-like","PKS-NRP_Hybrids"
"SRR10946703bin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7967864rbin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"S7rebin.4","terpene","Terpene"
"S406bin.7","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR10953934bin.9","T1PKS.hglE-KS","PKSother"
"SRR5882724rbin.21","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10498315bin.6","acyl_amino_acids","Others"
"SRR9650533rbin.17","NRPS.NRPS-like","NRPS"
"S262bin.15","NRPS.T1PKS","PKS-NRP_Hybrids"
"S276bin.5","oligosaccharide","Saccharides"
"SRR11836514bin.4","NRPS","NRPS"
"SRR8879137rbin.48","NRPS","NRPS"
"SRR1955040rbin.7","NRPS","NRPS"
"SRR7448267rbin.7","NRPS","NRPS"
"SRR12688413bin.11","hglE-KS","PKSother"
"SRR6474769rbin.11","NRPS","NRPS"
"SRR7098091rbin.22","T1PKS.hglE-KS","PKSother"
"SRR12087330bin.5","NRPS","NRPS"
"SRR5581483rbin.86","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR3402030rbin.3","NRPS","NRPS"
"SRR7097860rbin.6","NRPS-like.terpene","Others"
"SRR11678609bin.21","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR11836037bin.42","T1PKS","PKSI"
"SRR10998593bin.1","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5579872rbin.42","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11271805bin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11835592bin.25","NRPS.transAT-PKS-like","PKS-NRP_Hybrids"
"S400bin.14","T1PKS","PKSI"
"S237bin.17","thiopeptide.NRPS.LAP","Others"
"S75rbin.7","T1PKS","PKSI"
"S326bin.17","NRPS.RiPP-like","Others"
"SRR12349250bin.13","T1PKS","PKSI"
"S5rebin.32","NRPS-like","NRPS"
"SRR6195974rbin.62","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6683737rbin.2","T1PKS","PKSI"
"SRR5829544rbin.5","NRPS","NRPS"
"S75rbin.33","NRPS.T1PKS","PKS-NRP_Hybrids"
"S379bin.4","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7882663rbin.3","NRPS","NRPS"
"SRR7524601rbin.2","NRPS","NRPS"
"SRR10954988bin.6","NRPS","NRPS"
"SRR6185369rbin.37","NRPS","NRPS"
"SRR5582436rbin.37","NRPS","NRPS"
"SRR12659369bin.38","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6474866rbin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7141967rbin.19","NRPS.redox-cofactor","Others"
"S315bin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10954982bin.6","NRPS","NRPS"
"SRR5823602rbin.7","NRPS-like.T1PKS.T3PKS","PKS-NRP_Hybrids"
"S32rbin.14","PKS-like","PKSother"
"SRR7468592rbin.6","NRPS","NRPS"
"SRR10948222bin.2","T1PKS.hglE-KS","PKSother"
"S313bin.2","NRPS","NRPS"
"SRR11794808bin.26","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"S25rbin.1","NRPS.betalactone.terpene.PKS-like","Others"
"SRR6201988rbin.4","T3PKS.RRE-containing","Others"
"SRR5582436rbin.37","NRPS.NRPS-like","NRPS"
"SRR7882663rbin.15","NRPS","NRPS"
"SRR10953303bin.4","T1PKS.guanidinotides.butyrolactone","Others"
"SRR5690606rbin.236","NRPS","NRPS"
"SRR6474979rbin.9","NRPS.transAT-PKS","PKS-NRP_Hybrids"
"SRR5209944rbin.1","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5581483rbin.99","T1PKS.T2PKS","PKSother"
"SRR8443320rbin.2","NRPS.RiPP-like","Others"
"SRR6266545rbin.42","NRPS.T1PKS","PKS-NRP_Hybrids"
"S276bin.5","terpene.T3PKS","Others"
"S134bin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12377071bin.12","T1PKS","PKSI"
"SRR5855438rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"S32rbin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11679678bin.16","lanthipeptide-class-v","RiPPs"
"SRR12844108bin.8","NRPS.transAT-PKS-like","PKS-NRP_Hybrids"
"SRR10159347bin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6048907rbin.5","T1PKS.hglE-KS","PKSother"
"SRR11678224bin.11","terpene.T3PKS","Others"
"SRR6056298rbin.7","arylpolyene","Others"
"SRR11615275bin.26","NRPS","NRPS"
"SRR1164896rbin.10","NRPS.RiPP-like","Others"
"SRR7976294rbin.1","T1PKS.hglE-KS","PKSother"
"SRR5195140rbin.4","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8443307rbin.1","NAGGN.T1PKS","Others"
"SRR1955040rbin.30","arylpolyene.resorcinol","Others"
"SRR7976076rbin.12","NRPS","NRPS"
"SRR11449181bin.4","T1PKS.hglE-KS","PKSother"
"neis65rebin.1","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"S227bin.18","terpene.T3PKS","Others"
"S118bin.34","terpene.T3PKS","Others"
"SRR8879137rbin.6","NRPS-like.arylpolyene","Others"
"SRR7093796rbin.6","NRPS.NRPS-like","NRPS"
"SRR10998592bin.27","NRPS.T1PKS","PKS-NRP_Hybrids"
"ED2bin.2","arylpolyene.resorcinol","Others"
"S276bin.5","NRPS.transAT-PKS","PKS-NRP_Hybrids"
"S379bin.4","NRPS","NRPS"
"SRR8544467rbin.35","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8558721rbin.5","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8544467rbin.35","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5582390rbin.8","ladderane.NRPS","Others"
"S165bin.6","T1PKS.hglE-KS","PKSother"
"SRR12659388bin.19","T1PKS","PKSI"
"SRR9009774bin.344","arylpolyene.resorcinol","Others"
"SRR8443323rbin.2","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR11615275bin.26","T1PKS","PKSI"
"SRR13207170bin.1","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR11676618bin.10","T1PKS.hglE-KS","PKSother"
"S25rbin.1","hglE-KS","PKSother"
"SRR8863101rbin.3","NRPS","NRPS"
"S261bin.15","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"zpcx_11bin.6","NRPS","NRPS"
"SRR7091524rbin.1","T1PKS.hglE-KS","PKSother"
"SRR12087333bin.1","T1PKS.hglE-KS","PKSother"
"S400bin.2","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR6474843rbin.1","T1PKS.hglE-KS","PKSother"
"SRR7097862rbin.23","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12349874bin.10","NRPS","NRPS"
"SRR12767728bin.4","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR9597092rbin.4","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR9009774bin.336","T1PKS.hglE-KS","PKSother"
"SRR7097861rbin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR1379730rbin.4","ectoine.NRPS-like","Others"
"S75rbin.7","T1PKS","PKSI"
"SRR10948449bin.8","lassopeptide.T1PKS.butyrolactone","Others"
"SRR1586276rbin.2","NRPS-like.arylpolyene.resorcinol","Others"
"SRR6958552rbin.41","NRPS","NRPS"
"SRR10948449bin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR2029815rbin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10954988bin.6","NRPS","NRPS"
"S313bin.17","NRPS.NRPS-like.transAT-PKS","PKS-NRP_Hybrids"
"SRR7003810rbin.13","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR7097862rbin.23","NRPS-like","NRPS"
"SRR7976076rbin.9","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8879137rbin.30","T1PKS.PKS-like","PKSother"
"SRR12349874bin.2","ladderane.NRPS.arylpolyene","Others"
"zpcx_26bin.20","acyl_amino_acids","Others"
"S386bin.6","NRPS.RiPP-like.T1PKS","Others"
"SRR7003761rbin.13","thiopeptide.lassopeptide","RiPPs"
"SRR11679235bin.13","NRPS.T1PKS.LAP","Others"
"SRR12170516bin.59","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5439720bin.186","NRPS.NRPS-like.arylpolyene","Others"
"SRR11836440bin.62","T1PKS.hglE-KS","PKSother"
"S276bin.5","RiPP-like.terpene","Others"
"SRR10585506bin.7","NRPS","NRPS"
"SRR7011991rbin.1","NRPS","NRPS"
"SRR10954982bin.6","NRPS","NRPS"
"SRR11678605bin.13","T1PKS","PKSI"
"S276bin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR9009774bin.81","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5582436rbin.54","ladderane.NRPS","Others"
"SRR12659395bin.13","redox-cofactor.T1PKS.hglE-KS","Others"
"S313bin.2","T1PKS","PKSI"
"SRR7141967rbin.6","T1PKS","PKSI"
"SRR3402030rbin.3","T1PKS","PKSI"
"SRR12927892bin.11","betalactone","Others"
"SRR5195144rbin.5","T1PKS","PKSI"
"SRR1586317rbin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8879132rbin.43","NRPS.NRPS-like","NRPS"
"S251bin.27","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR6201999rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11449186bin.50","NRPS.T1PKS","PKS-NRP_Hybrids"
"S264bin.67","NRPS","NRPS"
"zpcx_11bin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7965387rbin.3","NRPS.NRPS-like","NRPS"
"SRR13207170bin.10","NRPS","NRPS"
"SRR1379730rbin.3","lassopeptide.arylpolyene","Others"
"SRR7142034rbin.23","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5209023rbin.5","NRPS","NRPS"
"SRR12349874bin.10","NRPS","NRPS"
"SRR3982071rbin.1","T3PKS.RRE-containing","Others"
"S313bin.17","T2PKS","PKSother"
"SRR11031422bin.3","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8543488rbin.9","NRPS","NRPS"
"SRR8554512rbin.59","acyl_amino_acids","Others"
"S379bin.4","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"S313bin.2","NRPS.RRE-containing","Others"
"SRR12377071bin.12","T1PKS","PKSI"
"SRR8090375rbin.11","T1PKS","PKSI"
"SRR8090375rbin.11","NRPS-like.terpene","Others"
"SRR5579884rbin.23","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8879137rbin.48","NRPS.NRPS-like","NRPS"
"SRR7091524rbin.6","arylpolyene","Others"
"SRR7098092rbin.10","arylpolyene.resorcinol","Others"
"SRR5855434rbin.4","T2PKS","PKSother"
"SRR12659395bin.10","T1PKS.nucleoside","Others"
"SRR3402028rbin.6","NRPS","NRPS"
"SRR9656207rbin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"S171bin.17","NRPS","NRPS"
"S63rbin.3","NRPS","NRPS"
"S14rbin.2","ladderane.NRPS.T1PKS","Others"
"SRR908208rebin.7","acyl_amino_acids","Others"
"SRR9650533rbin.17","NRPS","NRPS"
"SRR10953303bin.4","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8879137rbin.3","NRPS.NRPS-like","NRPS"
"SRR5699024rbin.40","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8554898rbin.81","NRPS-like.T1PKS.T3PKS","PKS-NRP_Hybrids"
"SRR7097862rbin.11","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5882724rbin.21","NRPS.RiPP-like","Others"
"SRR5823601rbin.13","T1PKS.hglE-KS","PKSother"
"SRR11836410bin.45","T2PKS","PKSother"
"SRR10585487bin.7","NRPS.T1PKS","PKS-NRP_Hybrids"
"S75rbin.33","T2PKS","PKSother"
"SRR12170518bin.14","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR2059973rbin.12","arylpolyene","Others"
"S406bin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"S5rebin.42","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR9009774bin.385","T2PKS","PKSother"
"SRR8931236rbin.17","lanthipeptide-class-iv.T3PKS","Others"
"SRR11613358bin.24","terpene.hglE-KS","Others"
"S387bin.18","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5687768rbin.5","T3PKS.RRE-containing","Others"
"SRR11719871bin.4","NRPS.NRPS-like","NRPS"
"SRR1926113rbin.21","arylpolyene","Others"
"S75rbin.7","T1PKS.T3PKS","PKSother"
"ERR1051325rbin.14","NRPS","NRPS"
"SRR12170514bin.15","arylpolyene.resorcinol","Others"
"S135bin.18","T1PKS.T3PKS.hglE-KS","PKSother"
"SRR10948449bin.8","butyrolactone","Others"
"SRR5823602rbin.7","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8549365rbin.3","NRPS.betalactone","Others"
"SRR7141966rbin.16","NRPS","NRPS"
"SRR8879135rbin.34","T2PKS","PKSother"
"SRR11842680bin.74","arylpolyene.resorcinol","Others"
"S47rbin.13","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"S264bin.32","NRPS","NRPS"
"SRR1586319rbin.6","arylpolyene.resorcinol","Others"
"SRR8554898rbin.21","T1PKS","PKSI"
"SRR9650533rbin.17","NRPS.NRPS-like.lanthipeptide-class-iii","Others"
"SRR8500449rbin.2","NRPS","NRPS"
"SRR11836440bin.17","T1PKS.hglE-KS","PKSother"
"SRR5210470rbin.34","arylpolyene","Others"
"S276bin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12659369bin.33","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11615276bin.18","NRPS.NRPS-like.T1PKS.RiPP-like","Others"
"S351bin.27","hglE-KS","PKSother"
"SRR11285378bin.17","T1PKS","PKSI"
"SRR7004337rbin.20","NRPS.NRPS-like","NRPS"
"S335bin.9","acyl_amino_acids","Others"
"SRR6478609rbin.14","NRPS.T1PKS.lanthipeptide-class-ii","Others"
"SRR6202453rbin.5","T1PKS.T3PKS","PKSother"
"S351bin.9","hglE-KS","PKSother"
"SRR11678224bin.13","NRPS","NRPS"
"SRR7687087rbin.1","NRPS.PKS-like.transAT-PKS","PKS-NRP_Hybrids"
"SRR5829544rbin.5","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8440673rbin.4","NRPS.NRPS-like","NRPS"
"SRR8500450rbin.3","NRPS.lanthipeptide-class-i","Others"
"SRR12927892bin.44","hglE-KS","PKSother"
"SRR8544467rbin.35","ladderane","Others"
"SRR10954988bin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12170518bin.14","NRPS.NRPS-like","NRPS"
"SRR12659394bin.22","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5690606rbin.94","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11051936bin.3","NRPS.NRPS-like.betalactone","Others"
"S193bin.16","T1PKS.transAT-PKS","PKSother"
"S329bin.11","oligosaccharide","Saccharides"
"SRR7687087rbin.1","transAT-PKS-like.T3PKS","PKSother"
"S171bin.17","hglE-KS","PKSother"
"SRR8663215rbin.9","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6266702rbin.15","NRPS-like.betalactone","Others"
"SRR5214707rbin.24","hglE-KS","PKSother"
"SRR7004337rbin.19","hglE-KS","PKSother"
"SRR3984957rbin.3","NRPS","NRPS"
"SRR5271157rbin.29","hglE-KS","PKSother"
"SRR10954977bin.7","T1PKS","PKSI"
"S7rebin.4","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8879133rbin.57","NRPS","NRPS"
"S386bin.8","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR7026571rbin.9","NRPS","NRPS"
"SRR7004339rbin.27","hglE-KS","PKSother"
"SRR5877196rbin.20","NRPS","NRPS"
"SRR12060219bin.1","NRPS.betalactone.NAPAA","Others"
"SRR5581483rbin.79","hglE-KS","PKSother"
"SRR12377071bin.12","NRPS.NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR9648393rbin.2","T1PKS.PKS-like","PKSother"
"SRR5829542rbin.9","T2PKS","PKSother"
"SRR11467475bin.11","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12349226bin.6","T1PKS.hglE-KS","PKSother"
"SRR7093793rbin.3","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR7629279rbin.21","hglE-KS","PKSother"
"SRR5855420rbin.8","NRPS","NRPS"
"SRR6202453rbin.5","T1PKS","PKSI"
"S62rbin.21","T1PKS","PKSI"
"SRR12349226bin.6","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR3984893rbin.11","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6185437rbin.29","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR1157609rbin.16","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8676462rbin.7","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR11836029bin.6","lassopeptide.T1PKS.lanthipeptide-class-i.RRE-containing","Others"
"SRR7142034rbin.13","NRPS.T1PKS","PKS-NRP_Hybrids"
"S326bin.6","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR7629282rbin.18","hglE-KS","PKSother"
"SRR5215545rbin.5","NRPS.T1PKS.PKS-like.transAT-PKS","PKS-NRP_Hybrids"
"S326bin.6","NRPS","NRPS"
"SRR5579885rbin.27","T1PKS.hglE-KS","PKSother"
"SRR12721350bin.3","NRPS","NRPS"
"SRR5823602rbin.11","arylpolyene","Others"
"SRR7497547rbin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6049602rbin.1","NRPS","NRPS"
"SRR11678609bin.25","NRPS.NRPS-like","NRPS"
"SRR12377071bin.12","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR5258706rbin.4","NRPS.NRPS-like","NRPS"
"S276bin.5","NRPS","NRPS"
"SRR12170512bin.28","NRPS.ranthipeptide","Others"
"SRR5582436rbin.54","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12688413bin.1","NRPS.NRPS-like","NRPS"
"S32rbin.14","T1PKS","PKSI"
"SRR11794808bin.41","T1PKS","PKSI"
"SRR7004347rbin.4","T1PKS","PKSI"
"SRR6185369rbin.37","NRPS-like.RRE-containing","Others"
"SRR8879137rbin.43","betalactone.redox-cofactor","Others"
"SRR11794808bin.43","hglE-KS","PKSother"
"S75rbin.12","NRPS-like.T1PKS.prodigiosin","Others"
"SRR8543488rbin.22","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12658686bin.4","NRPS.lanthipeptide-class-i","Others"
"SRR7100769rbin.5","T1PKS","PKSI"
